,Date,Open,High,Low,Close,Adj Close,Volume
2808,2019-03-13,11326.2001953125,11352.2998046875,11276.599609375,11341.7001953125,11341.7001953125,383000
2809,2019-03-14,11382.5,11383.4501953125,11313.75,11343.25,11343.25,294500
2810,2019-03-15,11376.849609375,11487.0,11370.7998046875,11426.849609375,11426.849609375,463700
2811,2019-03-18,11473.849609375,11530.150390625,11412.5,11462.2001953125,11462.2001953125,320300
2812,2019-03-19,11500.2998046875,11543.849609375,11451.25,11532.400390625,11532.400390625,326100
2813,2019-03-20,11553.349609375,11556.099609375,11503.099609375,11521.0498046875,11521.0498046875,366300
2814,2019-03-22,11549.2001953125,11572.7998046875,11434.5498046875,11456.900390625,11456.900390625,386200
2815,2019-03-25,11395.650390625,11395.650390625,11311.599609375,11354.25,11354.25,294500
2816,2019-03-26,11375.2001953125,11496.75,11352.4501953125,11483.25,11483.25,282600
2817,2019-03-27,11531.4501953125,11546.2001953125,11413.0,11445.0498046875,11445.0498046875,350400
2818,2019-03-28,11463.650390625,11588.5,11452.4501953125,11570.0,11570.0,527700
2819,2019-04-01,11665.2001953125,11738.099609375,11644.75,11669.150390625,11669.150390625,379600
2820,2019-04-02,11711.5498046875,11729.349609375,11655.849609375,11713.2001953125,11713.2001953125,386100
2821,2019-04-03,11735.2998046875,11761.0,11629.150390625,11643.9501953125,11643.9501953125,365800
2822,2019-04-04,11660.2001953125,11662.5498046875,11559.2001953125,11598.0,11598.0,349000
2823,2019-04-05,11638.400390625,11689.650390625,11609.5,11665.9501953125,11665.9501953125,266700
2824,2019-04-08,11704.349609375,11710.2998046875,11549.099609375,11604.5,11604.5,260900
2825,2019-04-09,11612.0498046875,11683.900390625,11569.7001953125,11671.9501953125,11671.9501953125,300500
2826,2019-04-10,11646.849609375,11680.0498046875,11571.75,11584.2998046875,11584.2998046875,359900
2827,2019-04-11,11592.5498046875,11606.7001953125,11550.5498046875,11596.7001953125,11596.7001953125,279800
2828,2019-04-12,11612.849609375,11657.349609375,11578.7998046875,11643.4501953125,11643.4501953125,246000
2829,2019-04-15,11667.0,11704.599609375,11648.25,11690.349609375,11690.349609375,290000
2830,2019-04-16,11736.2001953125,11810.9501953125,11731.5498046875,11787.150390625,11787.150390625,354300
2831,2019-04-18,11856.150390625,11856.150390625,11738.5,11752.7998046875,11752.7998046875,339700
2832,2019-04-22,11727.0498046875,11727.0498046875,11583.9501953125,11594.4501953125,11594.4501953125,260400
2833,2019-04-23,11612.9501953125,11645.9501953125,11564.7998046875,11575.9501953125,11575.9501953125,272500
2834,2019-04-24,11601.5,11740.849609375,11578.849609375,11726.150390625,11726.150390625,335200
2835,2019-04-25,11735.7001953125,11796.75,11624.2998046875,11641.7998046875,11641.7998046875,604400
2836,2019-04-26,11683.75,11762.900390625,11661.75,11754.650390625,11754.650390625,333500
2837,2019-04-30,11748.75,11756.25,11655.900390625,11748.150390625,11748.150390625,532600
2838,2019-05-02,11725.5498046875,11789.2998046875,11699.5498046875,11724.75,11724.75,380300
2839,2019-05-03,11722.599609375,11770.900390625,11699.349609375,11712.25,11712.25,305500
2840,2019-05-06,11605.7998046875,11632.5498046875,11571.349609375,11598.25,11598.25,299000
2841,2019-05-07,11651.5,11657.0498046875,11484.4501953125,11497.900390625,11497.900390625,337500
2842,2019-05-08,11478.7001953125,11479.099609375,11346.9501953125,11359.4501953125,11359.4501953125,372800
2843,2019-05-09,11322.400390625,11357.599609375,11255.0498046875,11301.7998046875,11301.7998046875,373000
2844,2019-05-10,11314.150390625,11345.7998046875,11251.0498046875,11278.900390625,11278.900390625,387300
2845,2019-05-13,11258.7001953125,11300.2001953125,11125.599609375,11148.2001953125,11148.2001953125,357600
2846,2019-05-14,11151.650390625,11294.75,11108.2998046875,11222.0498046875,11222.0498046875,398100
2847,2019-05-15,11271.7001953125,11286.7998046875,11136.9501953125,11157.0,11157.0,414200
2848,2019-05-16,11180.349609375,11281.5498046875,11143.349609375,11257.099609375,11257.099609375,350700
2849,2019-05-17,11261.900390625,11426.150390625,11259.849609375,11407.150390625,11407.150390625,412100
2850,2019-05-20,11651.900390625,11845.2001953125,11591.7001953125,11828.25,11828.25,452100
2851,2019-05-21,11863.650390625,11883.5498046875,11682.7998046875,11709.099609375,11709.099609375,381000
2852,2019-05-22,11727.9501953125,11784.7998046875,11682.400390625,11737.900390625,11737.900390625,355900
2853,2019-05-23,11901.2998046875,12041.150390625,11614.5,11657.0498046875,11657.0498046875,569000
2854,2019-05-24,11748.0,11859.0,11658.099609375,11844.099609375,11844.099609375,374600
2855,2019-05-27,11855.5,11957.150390625,11812.400390625,11924.75,11924.75,348400
2856,2019-05-28,11958.349609375,11958.5498046875,11864.900390625,11928.75,11928.75,598300
2857,2019-05-29,11905.7998046875,11931.900390625,11836.7998046875,11861.099609375,11861.099609375,318100
2858,2019-05-30,11865.2998046875,11968.5498046875,11859.400390625,11945.900390625,11945.900390625,421200
2859,2019-05-31,11999.7998046875,12039.25,11829.4501953125,11922.7998046875,11922.7998046875,438900
2860,2019-06-03,11953.75,12103.0498046875,11920.099609375,12088.5498046875,12088.5498046875,315300
2861,2019-06-04,12052.650390625,12095.2001953125,12005.849609375,12021.650390625,12021.650390625,289200
2862,2019-06-06,12039.7998046875,12039.7998046875,11830.25,11843.75,11843.75,415200
2863,2019-06-07,11865.2001953125,11897.5,11769.5,11870.650390625,11870.650390625,302500
2864,2019-06-10,11934.900390625,11975.0498046875,11871.75,11922.7001953125,11922.7001953125,303300
2865,2019-06-11,11959.849609375,12000.349609375,11904.349609375,11965.599609375,11965.599609375,332200
2866,2019-06-12,11962.4501953125,11962.4501953125,11866.349609375,11906.2001953125,11906.2001953125,283700
2867,2019-06-13,11873.900390625,11931.349609375,11817.0498046875,11914.0498046875,11914.0498046875,447900
2868,2019-06-14,11910.099609375,11911.849609375,11797.7001953125,11823.2998046875,11823.2998046875,390300
2869,2019-06-17,11844.0,11844.0498046875,11657.75,11672.150390625,11672.150390625,295500
2870,2019-06-18,11677.0498046875,11727.2001953125,11641.150390625,11691.5,11691.5,365500
2871,2019-06-19,11744.4501953125,11802.5,11625.099609375,11691.4501953125,11691.4501953125,446900
2872,2019-06-20,11653.650390625,11843.5,11635.0498046875,11831.75,11831.75,442000
2873,2019-06-21,11827.599609375,11827.9501953125,11705.099609375,11724.099609375,11724.099609375,468400
2874,2019-06-24,11725.7998046875,11754.0,11670.2001953125,11699.650390625,11699.650390625,277600
2875,2019-06-25,11681.0,11814.400390625,11651.0,11796.4501953125,11796.4501953125,300500
2876,2019-06-26,11768.150390625,11871.849609375,11757.5498046875,11847.5498046875,11847.5498046875,327900
2877,2019-06-27,11860.849609375,11911.150390625,11821.0498046875,11841.5498046875,11841.5498046875,480200
2878,2019-06-28,11861.150390625,11871.7001953125,11775.5,11788.849609375,11788.849609375,303900
2879,2019-07-01,11839.900390625,11884.650390625,11830.7998046875,11865.599609375,11865.599609375,278400
2880,2019-07-02,11890.2998046875,11917.4501953125,11814.7001953125,11910.2998046875,11910.2998046875,363200
2881,2019-07-03,11932.150390625,11945.2001953125,11887.0498046875,11916.75,11916.75,340500
2882,2019-07-04,11928.7998046875,11969.25,11923.650390625,11946.75,11946.75,333600
2883,2019-07-05,11964.75,11981.75,11797.900390625,11811.150390625,11811.150390625,530700
2884,2019-07-08,11770.400390625,11771.900390625,11523.2998046875,11558.599609375,11558.599609375,464000
2885,2019-07-09,11531.599609375,11582.5498046875,11461.0,11555.900390625,11555.900390625,442500
2886,2019-07-10,11536.150390625,11593.7001953125,11475.650390625,11498.900390625,11498.900390625,337600
2887,2019-07-11,11561.4501953125,11599.0,11519.5,11582.900390625,11582.900390625,317300
2888,2019-07-12,11601.150390625,11639.5498046875,11538.599609375,11552.5,11552.5,359400
2889,2019-07-15,11614.75,11618.400390625,11532.2998046875,11588.349609375,11588.349609375,368800
2890,2019-07-16,11596.650390625,11670.0498046875,11573.9501953125,11662.599609375,11662.599609375,480200
2891,2019-07-17,11670.75,11706.650390625,11651.150390625,11687.5,11687.5,464800
2892,2019-07-18,11675.599609375,11677.150390625,11582.400390625,11596.900390625,11596.900390625,498300
2893,2019-07-19,11627.9501953125,11640.349609375,11399.2998046875,11419.25,11419.25,446000
2894,2019-07-22,11392.849609375,11398.150390625,11301.25,11346.2001953125,11346.2001953125,516000
2895,2019-07-23,11372.25,11398.150390625,11302.7998046875,11331.0498046875,11331.0498046875,458900
2896,2019-07-24,11322.4501953125,11359.75,11229.7998046875,11271.2998046875,11271.2998046875,413200
2897,2019-07-25,11290.400390625,11361.400390625,11239.349609375,11252.150390625,11252.150390625,553700
2898,2019-07-26,11247.4501953125,11307.599609375,11210.0498046875,11284.2998046875,11284.2998046875,522700
2899,2019-07-29,11307.5,11310.9501953125,11152.400390625,11189.2001953125,11189.2001953125,482900
2900,2019-07-30,11213.7001953125,11267.4501953125,11072.650390625,11085.400390625,11085.400390625,479100
2901,2019-07-31,11034.0498046875,11145.2998046875,10999.400390625,11118.0,11118.0,536700
2902,2019-08-01,11060.2001953125,11076.75,10881.0,10980.0,10980.0,499900
2903,2019-08-02,10930.2998046875,11080.150390625,10848.9501953125,10997.349609375,10997.349609375,547400
2904,2019-08-05,10895.7998046875,10895.7998046875,10782.599609375,10862.599609375,10862.599609375,506600
2905,2019-08-06,10815.400390625,11018.5498046875,10813.7998046875,10948.25,10948.25,517900
2906,2019-08-07,10958.099609375,10975.650390625,10835.900390625,10855.5,10855.5,548500
2907,2019-08-08,10899.2001953125,11058.0498046875,10842.9501953125,11032.4501953125,11032.4501953125,482500
2908,2019-08-09,11087.900390625,11181.4501953125,11062.7998046875,11109.650390625,11109.650390625,538100
2909,2019-08-13,11139.400390625,11145.900390625,10901.599609375,10925.849609375,10925.849609375,624600
2910,2019-08-14,11003.25,11078.150390625,10935.599609375,11029.400390625,11029.400390625,511500
2911,2019-08-16,11043.650390625,11068.650390625,10924.2998046875,11047.7998046875,11047.7998046875,470900
2912,2019-08-19,11094.7998046875,11146.900390625,11037.849609375,11053.900390625,11053.900390625,369500
2913,2019-08-20,11063.900390625,11076.2998046875,10985.2998046875,11017.0,11017.0,444700
2914,2019-08-21,11018.150390625,11034.2001953125,10906.650390625,10918.7001953125,10918.7001953125,557900
2915,2019-08-22,10905.2998046875,10908.25,10718.2998046875,10741.349609375,10741.349609375,668200
2916,2019-08-23,10699.599609375,10862.5498046875,10637.150390625,10829.349609375,10829.349609375,667100
2917,2019-08-26,11000.2998046875,11070.2998046875,10756.5498046875,11057.849609375,11057.849609375,684100
2918,2019-08-27,11106.5498046875,11141.75,11049.5,11105.349609375,11105.349609375,685600
2919,2019-08-28,11101.2998046875,11129.650390625,10987.650390625,11046.099609375,11046.099609375,550000
2920,2019-08-29,10996.0498046875,11021.099609375,10922.400390625,10948.2998046875,10948.2998046875,649900
2921,2019-08-30,10987.7998046875,11042.599609375,10874.7998046875,11023.25,11023.25,628200
2922,2019-09-03,10960.9501953125,10967.5,10772.7001953125,10797.900390625,10797.900390625,483000
2923,2019-09-04,10790.400390625,10858.75,10746.349609375,10844.650390625,10844.650390625,508800
2924,2019-09-05,10860.9501953125,10920.099609375,10816.0,10847.900390625,10847.900390625,595700
2925,2019-09-06,10883.7998046875,10957.0498046875,10867.4501953125,10946.2001953125,10946.2001953125,497200
2926,2019-09-09,10936.7001953125,11028.849609375,10889.7998046875,11003.0498046875,11003.0498046875,412500
2927,2019-09-11,11028.5,11054.7998046875,11011.650390625,11035.7001953125,11035.7001953125,687100
2928,2019-09-12,11058.2998046875,11081.75,10964.9501953125,10982.7998046875,10982.7998046875,551400
2929,2019-09-13,10986.7998046875,11084.4501953125,10945.75,11075.900390625,11075.900390625,624300
2930,2019-09-16,10994.849609375,11052.7001953125,10968.2001953125,11003.5,11003.5,434500
2931,2019-09-17,11000.099609375,11000.099609375,10796.5,10817.599609375,10817.599609375,482000
2932,2019-09-18,10872.7998046875,10885.150390625,10804.849609375,10840.650390625,10840.650390625,519200
2933,2019-09-19,10845.2001953125,10845.2001953125,10670.25,10704.7998046875,10704.7998046875,642600
2934,2019-09-20,10746.7998046875,11381.900390625,10691.0,11274.2001953125,11274.2001953125,1356800
2935,2019-09-23,11542.7001953125,11694.849609375,11471.349609375,11600.2001953125,11600.2001953125,882800
2936,2019-09-24,11590.7001953125,11655.0498046875,11539.2001953125,11588.2001953125,11588.2001953125,651700
2937,2019-09-25,11564.849609375,11564.9501953125,11416.099609375,11440.2001953125,11440.2001953125,629100
2938,2019-09-26,11469.849609375,11610.849609375,11466.349609375,11571.2001953125,11571.2001953125,844500
2939,2019-09-27,11556.349609375,11593.599609375,11499.75,11512.400390625,11512.400390625,650000
2940,2019-09-30,11491.150390625,11508.25,11390.7998046875,11474.4501953125,11474.4501953125,756800
2941,2019-10-01,11515.400390625,11554.2001953125,11247.900390625,11359.900390625,11359.900390625,1305400
2942,2019-10-03,11322.25,11370.400390625,11257.349609375,11314.0,11314.0,1017500
2943,2019-10-04,11388.4501953125,11400.2998046875,11158.349609375,11174.75,11174.75,928500
2944,2019-10-07,11196.2001953125,11233.849609375,11112.650390625,11126.400390625,11126.400390625,733200
2945,2019-10-09,11152.9501953125,11321.599609375,11090.150390625,11313.2998046875,11313.2998046875,741100
2946,2019-10-10,11280.5,11293.349609375,11208.5498046875,11234.5498046875,11234.5498046875,562000
2947,2019-10-11,11257.7001953125,11362.900390625,11189.400390625,11305.0498046875,11305.0498046875,737800
2948,2019-10-14,11335.900390625,11420.4501953125,11290.0498046875,11341.150390625,11341.150390625,587600
2949,2019-10-15,11360.849609375,11462.349609375,11342.099609375,11428.2998046875,11428.2998046875,527400
2950,2019-10-16,11464.9501953125,11481.0498046875,11411.099609375,11464.0,11464.0,533500
2951,2019-10-17,11466.2998046875,11599.099609375,11439.650390625,11586.349609375,11586.349609375,797600
2952,2019-10-18,11580.2998046875,11684.7001953125,11553.150390625,11661.849609375,11661.849609375,853400
2953,2019-10-22,11657.150390625,11714.349609375,11573.650390625,11588.349609375,11588.349609375,867600
2954,2019-10-23,11596.2001953125,11651.599609375,11554.400390625,11604.099609375,11604.099609375,664200
2955,2019-10-24,11661.650390625,11679.599609375,11534.650390625,11582.599609375,11582.599609375,700500
2956,2019-10-25,11646.150390625,11646.900390625,11490.75,11583.900390625,11583.900390625,812000
2957,2019-10-29,11643.9501953125,11809.400390625,11627.349609375,11786.849609375,11786.849609375,951700
2958,2019-10-30,11883.900390625,11883.9501953125,11784.4501953125,11844.099609375,11844.099609375,725200
2959,2019-10-31,11890.4501953125,11945.0,11855.099609375,11877.4501953125,11877.4501953125,1414800
2960,2019-11-01,11886.599609375,11918.2998046875,11843.349609375,11890.599609375,11890.599609375,855300
2961,2019-11-04,11928.900390625,11989.150390625,11905.349609375,11941.2998046875,11941.2998046875,823100
2962,2019-11-05,11974.599609375,11978.9501953125,11861.900390625,11917.2001953125,11917.2001953125,632000
2963,2019-11-06,11911.5,12002.900390625,11850.25,11966.0498046875,11966.0498046875,603400
2964,2019-11-07,12021.099609375,12021.400390625,11946.849609375,12012.0498046875,12012.0498046875,563000
2965,2019-11-08,11987.150390625,12034.150390625,11888.75,11908.150390625,11908.150390625,789300
2966,2019-11-11,11879.2001953125,11932.650390625,11853.9501953125,11913.4501953125,11913.4501953125,549000
2967,2019-11-13,11908.2998046875,11946.7998046875,11823.2001953125,11840.4501953125,11840.4501953125,659000
2968,2019-11-14,11858.75,11895.650390625,11802.650390625,11872.099609375,11872.099609375,559500
2969,2019-11-15,11904.2001953125,11973.650390625,11879.25,11895.4501953125,11895.4501953125,580200
2970,2019-11-18,11915.150390625,11946.2001953125,11867.599609375,11884.5,11884.5,514400
2971,2019-11-19,11919.4501953125,11958.849609375,11881.75,11940.099609375,11940.099609375,613900
2972,2019-11-20,12004.75,12038.599609375,11966.0498046875,11999.099609375,11999.099609375,646700
2973,2019-11-21,12025.650390625,12028.2001953125,11956.900390625,11968.400390625,11968.400390625,557700
2974,2019-11-22,11967.2998046875,11968.099609375,11883.5,11914.400390625,11914.400390625,486800
2975,2019-11-25,11922.4501953125,12084.5,11919.75,12073.75,12073.75,534300
2976,2019-11-26,12110.2001953125,12132.4501953125,12006.349609375,12037.7001953125,12037.7001953125,1201300
2977,2019-11-27,12068.5,12114.900390625,12055.150390625,12100.7001953125,12100.7001953125,584200
2978,2019-11-28,12132.099609375,12158.7998046875,12099.9501953125,12151.150390625,12151.150390625,620500
2979,2019-11-29,12146.2001953125,12147.400390625,12017.400390625,12056.0498046875,12056.0498046875,804400
2980,2019-12-02,12137.0498046875,12137.150390625,12023.7001953125,12048.2001953125,12048.2001953125,720900
2981,2019-12-03,12067.650390625,12068.599609375,11956.400390625,11994.2001953125,11994.2001953125,605800
2982,2019-12-04,11969.9501953125,12054.7001953125,11935.2998046875,12043.2001953125,12043.2001953125,747200
2983,2019-12-05,12071.25,12081.2001953125,11998.75,12018.400390625,12018.400390625,562200
2984,2019-12-06,12047.349609375,12057.0498046875,11888.849609375,11921.5,11921.5,609200
2985,2019-12-09,11939.099609375,11981.9501953125,11888.0498046875,11937.5,11937.5,599100
2986,2019-12-10,11950.5,11953.2001953125,11844.7001953125,11856.7998046875,11856.7998046875,650200
2987,2019-12-11,11867.349609375,11923.2001953125,11832.2998046875,11910.150390625,11910.150390625,997700
2988,2019-12-12,11944.2998046875,12005.5,11934.0,11971.7998046875,11971.7998046875,752600
2989,2019-12-13,12026.400390625,12098.849609375,12023.599609375,12086.7001953125,12086.7001953125,597700
2990,2019-12-16,12131.349609375,12134.650390625,12046.2998046875,12053.9501953125,12053.9501953125,437700
2991,2019-12-17,12082.4501953125,12182.75,12070.349609375,12165.0,12165.0,499600
2992,2019-12-18,12197.0,12237.7001953125,12163.4501953125,12221.650390625,12221.650390625,518900
2993,2019-12-19,12223.400390625,12268.349609375,12191.150390625,12259.7001953125,12259.7001953125,623100
2994,2019-12-20,12266.4501953125,12293.900390625,12252.75,12271.7998046875,12271.7998046875,810700
2995,2019-12-23,12235.4501953125,12287.150390625,12213.25,12262.75,12262.75,604800
2996,2019-12-24,12269.25,12283.7001953125,12202.099609375,12214.5498046875,12214.5498046875,470300
2997,2019-12-26,12211.849609375,12221.5498046875,12118.849609375,12126.5498046875,12126.5498046875,520300
2998,2019-12-27,12172.900390625,12258.4501953125,12157.900390625,12245.7998046875,12245.7998046875,383800
2999,2019-12-30,12274.900390625,12286.4501953125,12213.7998046875,12255.849609375,12255.849609375,411100
3000,2019-12-31,12247.099609375,12247.099609375,12151.7998046875,12168.4501953125,12168.4501953125,426900
